Umbrella Cell Type,Specific Cell Type,Brain Region,Gene Symbol (Human),Gene Symbol (Mouse),Species,Age,Statistical Criterion,Specificity,Comparison,Platform,Citation,Tag,CellType_Primary
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",ELMO3,Elmo2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",ELOVL2,Elovl2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",NA,Epb4.1l5,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",EPHX2,Ephx2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",EXOC3L4,Exoc3l4,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",EYA4,Eya1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",FABP3,Fabp7,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",FAM107A,Fam107a,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",FAM161B,Fam161b,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",FAM181A,Fam181a,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",FAM184A,Fam184a,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",FAM184B,Fam184b,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",FAM198A,Fam198a,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",FAM213A,Fam213a,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",FARP2,Farp1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",FBRSL1,Fbrsl1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",FBXO2,Fbxo2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",FGFBP3,Fgfbp3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",FHIT,Fhit,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",FMN2,Fmn2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",FREM1,Frem2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",CD180,Frmpd1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",FZD9,Fzd10,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",FZD5,Fzd8,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",FZD10,Fzd9,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",GABRG2,Gabrg1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",GALNT11,Galnt4,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",GFAP,Gfap,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",GLDC,Gldc,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",GLI3,Gli2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",GLUD2,Glud1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",NA,Gm11696,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",NA,Gm20751,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",DIRAS1,Gm266,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",GM2A,Gm2a,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",GPAM,Gpam,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",GPC2,Gpc2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",GPC4,Gpc6,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",GSTM2,Gstm3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",GUCY2F,Gucy2e,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",NA,Gyk,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",GYS2,Gys1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",HADHB,Hadhb,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",HDAC8,Hdac8,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",CP,Heph,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",HEY1,Hey1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",HIF3A,Hif3a,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",HIST1H2BC,Hist1h2bm,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",HSD11B1,Hsd11b1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",BDH1,Hsdl2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",HTRA1,Htra1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",PRTG,Igdcc4,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",IL33,Il33,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",ISOC2,Isoc2a,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",ACAD10,Ivd,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",KCNG1,Kcng4,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",KIFC1,Kifc5b,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",L2HGDH,L2hgdh,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",LGI4,Lgi4,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",LGR5,Lgr4,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",LPCAT3,Lpcat3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",LRIG2,Lrig1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",LRP10,Lrp10,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",LRP1,Lrp4,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",LRRC16B,Lrrc16a,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",LRRC2,Lrrc2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",LRCH1,Lrrc8a,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",LSAMP,Lsamp,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",LUZP2,Luzp2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",LXN,Lxn,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",MAPKAPK2,Mapkapk3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",NA,42065,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",MFAP3L,Mfap3l,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",MMGT1,Mmgt2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",MPV17L2,Mpv17l2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",MUC1,Muc1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",NADK2,Nadk2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",NAT6,Nat6,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",NAT8B,Nat8,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",NCAN,Ncan,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",NCKAP5,Nckap5,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",NA,Nim1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",NPHS1,Nphs1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",NTSR1,Ntsr2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",OAT,Oat,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",PAG1,Pag1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",PAQR7,Paqr7,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",PAQR8,Paqr8,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",PCDHGC3,Pcdhgc3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",PCED1A,Pced1b,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",PDGFRL,Pdgfrl,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",PELI1,Peli2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",PGM5,Pgm2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",POLR3H,Polr3h,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",PPP1R14C,Ppp1r14b,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",PPP1R3D,Ppp1r3d,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",PPP1R3G,Ppp1r3g,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",PRDX6,Prdx6b,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",PRKD3,Prkd1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",PROCA1,Proca1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",NA,Ptplb,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",RAB36,Rab34,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",RANBP3L,Ranbp3l,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",RASA3,Rasa2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",RB1,Rb1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",RBM20,Rbm20,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",RCN2,Rcn2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",RELT,Relt,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",RGMA,Rgma,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",RGS17,Rgs20,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",RLBP1,Rlbp1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",RNF180,Rnf180,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",CD151,Rom1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
Astrocyte,All,"S1 Cortex, CA1 Hippocampus",SCARA3,Scara3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Astrocyte_All_Zeisel_Science_2015,Astrocyte
